ticket_id,category_id,agent_id,priority,status,created_at,first_response_at,resolved_at,root_cause,resolution_type,escalation_flag,customer_impact,description
TCK-0000001,3,23,P3,Resolved,2026-06-15 13:48:43+00:00,2026-06-15 14:27:47.524082709+00:00,2026-06-15 19:21:45.810055125+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0005513,1,33,P2,Closed,2026-06-20 11:22:37+00:00,2026-06-20 11:55:59.950101281+00:00,2026-06-21 18:10:55.617019680+00:00,Network Latency,Config Change,False,Low,P2 Network/VPN: slow split-tunnel routing; suspected Network Latency.
TCK-0005514,1,23,P4,Resolved,2026-03-16 05:03:43+00:00,2026-03-16 05:56:29.007069692+00:00,2026-03-16 11:47:45.117960849+00:00,Capacity,Code Fix,False,Low,P4 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0005515,8,12,P3,Resolved,2026-06-22 10:28:41+00:00,2026-06-22 10:58:23.613582743+00:00,2026-06-22 12:48:52.644299465+00:00,Permissions,Config Change,False,Low,P3 Security/SSO: certificate trust warning; suspected Permissions.
TCK-0005516,14,30,P3,Resolved,2026-04-07 13:58:14+00:00,2026-04-07 15:20:56.815626712+00:00,2026-04-07 17:45:13.477193915+00:00,Capacity,Config Change,False,High,P3 Observability/Alerts: missing notification; suspected Capacity.
TCK-0005517,10,9,P4,Resolved,2026-03-26 07:11:17+00:00,2026-03-26 08:54:02.009093188+00:00,2026-03-26 15:50:39.963403100+00:00,,User Education,False,None,P4 Billing/Invoice: missing billing contact; suspected unknown root cause pending RCA.
TCK-0005518,4,31,P2,In Progress,2026-07-30 14:17:22+00:00,2026-07-30 14:52:36.866513498+00:00,,,Unresolved,False,High,P2 Platform/Database: slow queries; suspected unknown root cause pending RCA.
TCK-0005519,2,23,P2,Resolved,2026-06-11 22:58:34+00:00,2026-06-11 23:00:22+00:00,2026-06-12 01:37:08.906503133+00:00,Configuration,Knowledge Base,True,Medium,P2 Network/DNS: service discovery timeout; suspected Configuration.
TCK-0005520,14,15,P3,Resolved,2026-04-29 11:42:34+00:00,2026-04-29 12:15:42.839531789+00:00,2026-04-29 14:18:53.183337948+00:00,Configuration,Vendor Fix,False,None,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0005521,4,13,P4,Resolved,2026-04-22 17:39:40+00:00,2026-04-22 19:34:05.997402430+00:00,2026-04-23 12:50:31.459841768+00:00,Capacity,Config Change,False,Low,P4 Platform/Database: slow queries; suspected Capacity.
TCK-0005522,4,34,P2,Resolved,2026-06-17 20:45:01+00:00,2026-06-17 20:50:23.853521867+00:00,2026-06-18 02:46:38.004099825+00:00,Capacity,User Education,False,High,P2 Platform/Database: replication lag; suspected Capacity.
TCK-0005523,4,4,P4,Resolved,2026-03-24 16:28:56+00:00,2026-03-24 16:49:24.788808452+00:00,2026-03-25 08:50:46.081364307+00:00,Capacity,Vendor Fix,False,Low,P4 Platform/Database: replication lag; suspected Capacity.
TCK-0005524,5,33,P1,Resolved,2026-02-26 13:52:17+00:00,2026-02-26 13:54:05+00:00,2026-02-26 16:06:50.231641729+00:00,Permissions,Code Fix,False,High,P1 Application/Login: password reset failures; suspected Permissions.
TCK-0005525,10,34,P1,Resolved,2026-03-29 18:24:42+00:00,2026-03-29 18:48:07.485041663+00:00,2026-03-30 06:19:59.507643390+00:00,,Vendor Fix,False,High,P1 Billing/Invoice: invoice mismatch; suspected unknown root cause pending RCA.
TCK-0005526,7,3,P2,Resolved,2026-06-08 10:02:17+00:00,2026-06-08 11:35:43.968070496+00:00,2026-06-08 22:41:50.696952767+00:00,Permissions,Config Change,True,High,P2 Application/API: rate limit confusion; suspected Permissions.
TCK-0005527,1,32,P3,Resolved,2026-07-08 04:33:22+00:00,2026-07-08 06:45:11.282542635+00:00,2026-07-08 09:49:15.015213974+00:00,,Config Change,True,Medium,P3 Network/VPN: slow split-tunnel routing; suspected unknown root cause pending RCA.
TCK-0005528,13,7,P3,Closed,2026-04-02 20:17:24+00:00,2026-04-02 20:36:03.956322895+00:00,2026-04-03 03:29:33.481045661+00:00,Permissions,Config Change,False,Low,P3 Integrations/CRM Sync: stale customer record; suspected Permissions.
TCK-0005529,9,31,P2,Resolved,2026-04-21 14:27:18+00:00,2026-04-21 15:14:08.589792975+00:00,2026-04-21 19:10:43.523191496+00:00,Documentation Gap,Config Change,False,Low,P2 Security/Access Review: approval workflow delay; suspected Documentation Gap.
TCK-0005530,3,34,P3,Resolved,2026-03-24 21:03:18+00:00,2026-03-24 21:17:10.195513041+00:00,2026-03-25 02:11:14.389982344+00:00,,Knowledge Base,False,Low,P3 Platform/Compute: node saturation alerts; suspected unknown root cause pending RCA.
TCK-0005531,1,19,P1,Closed,2026-07-04 01:57:14+00:00,2026-07-04 02:05:28.488527817+00:00,2026-07-04 05:44:28.812850340+00:00,Capacity,Monitoring Update,False,Medium,P1 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0005532,2,18,P3,Resolved,2026-03-11 09:44:32+00:00,2026-03-11 10:19:45.462710514+00:00,2026-03-11 14:22:21.306341694+00:00,,Code Fix,True,Medium,P3 Network/DNS: intermittent name resolution; suspected unknown root cause pending RCA.
TCK-0005533,13,35,P2,Closed,2026-03-22 00:43:28+00:00,2026-03-22 01:34:24.499381853+00:00,2026-03-22 10:03:04.167450480+00:00,Documentation Gap,User Education,True,Medium,P2 Integrations/CRM Sync: sync job backlog; suspected Documentation Gap.
TCK-0005534,7,1,P4,Resolved,2026-07-23 14:07:39+00:00,2026-07-23 14:36:38.659043676+00:00,2026-07-23 15:55:51.089154277+00:00,Documentation Gap,Config Change,False,Low,P4 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0005535,12,27,P3,Closed,2026-05-15 08:32:49+00:00,2026-05-15 09:22:22.716874910+00:00,2026-05-15 18:28:27.696876987+00:00,Monitoring Noise,Knowledge Base,False,None,P3 Integrations/Webhook: signature validation failure; suspected Monitoring Noise.
TCK-0005536,7,4,P4,Closed,2026-06-28 14:32:26+00:00,2026-06-28 15:03:06.246517959+00:00,2026-06-28 23:56:46.252758941+00:00,Permissions,Vendor Fix,True,None,P4 Application/API: token validation failures; suspected Permissions.
TCK-0005537,11,4,P2,Closed,2026-05-25 20:23:28+00:00,2026-05-25 20:45:10.561220658+00:00,2026-05-26 03:01:24.664397690+00:00,Data Sync,Monitoring Update,False,High,P2 Billing/Payments: processor decline spike; suspected Data Sync.
TCK-0005538,11,9,P4,Resolved,2026-04-17 09:03:51+00:00,2026-04-17 09:41:50.993603162+00:00,2026-04-17 18:03:45.475475221+00:00,Code Regression,Knowledge Base,False,None,P4 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0005539,5,31,P3,Resolved,2026-07-29 21:00:05+00:00,2026-07-29 21:13:47.654540266+00:00,2026-07-29 23:58:13.480515292+00:00,Code Regression,Config Change,False,Low,P3 Application/Login: session timeout reports; suspected Code Regression.
TCK-0005540,14,33,P2,Resolved,2026-05-27 12:36:09+00:00,2026-05-27 13:50:06.299739915+00:00,2026-05-27 18:37:01.480213204+00:00,Monitoring Noise,Code Fix,False,Medium,P2 Observability/Alerts: threshold drift; suspected Monitoring Noise.
TCK-0005541,12,36,P4,Resolved,2026-06-03 08:30:02+00:00,2026-06-03 09:48:31.218004971+00:00,2026-06-03 16:34:54.965057633+00:00,Customer Error,User Education,False,Low,P4 Integrations/Webhook: delivery retry storm; suspected Customer Error.
TCK-0005542,6,25,P2,Resolved,2026-06-26 09:08:52+00:00,2026-06-26 09:16:00.609375513+00:00,2026-06-26 12:23:05.532751663+00:00,Configuration,Config Change,False,Medium,P2 Application/Checkout: order confirmation delay; suspected Configuration.
TCK-0005543,2,4,P2,Resolved,2026-02-27 16:46:15+00:00,2026-02-27 17:01:17.769650525+00:00,2026-02-27 18:41:40.529261420+00:00,Vendor Outage,User Education,False,High,P2 Network/DNS: intermittent name resolution; suspected Vendor Outage.
TCK-0005544,12,28,P4,Closed,2026-07-04 18:49:43+00:00,2026-07-04 21:38:43.866886627+00:00,2026-07-05 00:13:01.456683496+00:00,,Code Fix,True,None,P4 Integrations/Webhook: signature validation failure; suspected unknown root cause pending RCA.
TCK-0005545,8,15,P2,Closed,2026-06-22 10:13:25+00:00,2026-06-22 10:24:25.626607675+00:00,2026-06-22 13:36:09.780503456+00:00,Vendor Outage,Config Change,False,Low,P2 Security/SSO: certificate trust warning; suspected Vendor Outage.
TCK-0005546,9,33,P4,Resolved,2026-04-03 10:33:10+00:00,2026-04-03 12:18:08.181985477+00:00,2026-04-04 02:30:59.751342011+00:00,,Config Change,False,Low,P4 Security/Access Review: approval workflow delay; suspected unknown root cause pending RCA.
TCK-0005547,13,9,P3,Closed,2026-03-17 11:01:04+00:00,2026-03-17 11:16:59.013864570+00:00,2026-03-17 16:19:59.557635364+00:00,Permissions,Code Fix,False,Low,P3 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0005548,14,1,P3,Resolved,2026-06-29 19:30:11+00:00,2026-06-29 19:58:47.263713077+00:00,2026-06-30 02:24:53.359254076+00:00,Monitoring Noise,Monitoring Update,True,High,P3 Observability/Alerts: noisy monitor; suspected Monitoring Noise.
TCK-0005549,6,31,P4,Resolved,2026-04-21 14:02:44+00:00,2026-04-21 15:33:36.280327341+00:00,2026-04-21 19:53:06.327852914+00:00,Data Sync,Knowledge Base,False,None,P4 Application/Checkout: cart submission timeout; suspected Data Sync.
TCK-0005550,10,25,P3,Resolved,2026-06-30 09:31:15+00:00,2026-06-30 12:19:15.246744145+00:00,2026-06-30 18:30:52.914742752+00:00,Configuration,Vendor Fix,False,Low,P3 Billing/Invoice: invoice mismatch; suspected Configuration.
TCK-0005551,3,25,P2,Resolved,2026-02-23 21:44:26+00:00,2026-02-23 22:38:00.209362938+00:00,2026-02-23 22:51:02.371966877+00:00,Monitoring Noise,Config Change,False,Medium,P3 Platform/Compute: instance health check failures; suspected Monitoring Noise.
TCK-0005552,14,3,P3,Resolved,2026-06-25 06:51:56+00:00,2026-06-25 07:43:25.654845015+00:00,2026-06-25 08:23:00.111304872+00:00,Configuration,Knowledge Base,False,Medium,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0005553,4,28,P2,Resolved,2026-03-29 18:45:16+00:00,2026-03-29 19:31:38.819705583+00:00,2026-03-30 10:30:39.826159599+00:00,Data Sync,Vendor Fix,True,Low,P2 Platform/Database: replication lag; suspected Data Sync.
TCK-0005554,10,18,P3,Resolved,2026-03-14 13:37:11+00:00,2026-03-14 14:50:45.940068795+00:00,2026-03-15 03:15:30.207959767+00:00,Data Sync,Restart,False,Low,P3 Billing/Invoice: missing billing contact; suspected Data Sync.
TCK-0005555,3,24,P2,Resolved,2026-03-12 10:48:53+00:00,2026-03-12 11:44:50.678045560+00:00,2026-03-12 14:43:27.024795552+00:00,Configuration,Vendor Fix,False,Medium,P2 Platform/Compute: node saturation alerts; suspected Configuration.
TCK-0005556,14,30,P4,Resolved,2026-02-19 12:20:39+00:00,2026-02-19 13:37:14.858508719+00:00,2026-02-19 14:17:30.635139862+00:00,Capacity,Vendor Fix,False,Low,P4 Observability/Alerts: noisy monitor; suspected Capacity.
TCK-0005557,5,22,P2,Resolved,2026-04-01 20:53:21+00:00,2026-04-01 21:10:02.981924558+00:00,2026-04-01 23:07:37.369078821+00:00,Code Regression,Config Change,False,High,P2 Application/Login: password reset failures; suspected Code Regression.
TCK-0005558,2,15,P2,Resolved,2026-02-22 16:53:18+00:00,2026-02-22 18:14:43.170036119+00:00,2026-02-23 06:55:24.960957042+00:00,Vendor Outage,Restart,True,High,P2 Network/DNS: service discovery timeout; suspected Vendor Outage.
TCK-0005559,7,7,P2,Resolved,2026-07-02 16:24:03+00:00,2026-07-02 17:51:45.654134590+00:00,2026-07-02 21:16:48.583695187+00:00,Permissions,Restart,False,Medium,P2 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0005560,7,13,P2,Closed,2026-04-28 19:31:29+00:00,2026-04-28 20:34:01.015830222+00:00,2026-04-28 21:23:55.042492478+00:00,,Vendor Fix,False,High,P2 Application/API: token validation failures; suspected unknown root cause pending RCA.
TCK-0005561,8,6,P3,Resolved,2026-07-07 12:10:15+00:00,2026-07-07 12:21:00.840039279+00:00,2026-07-07 18:25:40.296115282+00:00,Authentication,Restart,False,Low,P3 Security/SSO: identity provider timeout; suspected Authentication.
TCK-0005562,8,25,P2,Resolved,2026-05-18 18:26:49+00:00,2026-05-18 19:08:22.760569859+00:00,2026-05-19 05:12:07.900300761+00:00,Certificate Expiry,Vendor Fix,True,High,P2 Security/SSO: SAML assertion rejected; suspected Certificate Expiry.
TCK-0005563,14,8,P3,Closed,2026-03-19 19:54:06+00:00,2026-03-19 21:20:48.390132277+00:00,2026-03-19 22:33:49.717482186+00:00,Configuration,User Education,False,Low,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0005564,9,12,P4,Closed,2026-07-01 07:34:00+00:00,2026-07-01 11:29:40.867330767+00:00,2026-07-01 14:56:39.214578415+00:00,Permissions,Monitoring Update,False,Medium,P4 Security/Access Review: access request blocked; suspected Permissions.
TCK-0005565,13,3,P2,Closed,2026-07-28 07:20:42+00:00,2026-07-28 07:41:03.301628511+00:00,2026-07-28 17:19:31.888524657+00:00,Vendor Outage,Knowledge Base,True,None,P2 Integrations/CRM Sync: stale customer record; suspected Vendor Outage.
TCK-0005566,14,28,P2,Resolved,2026-02-28 20:57:05+00:00,2026-02-28 21:05:46.778968944+00:00,2026-03-01 00:24:50.434697713+00:00,Configuration,Config Change,False,Medium,P2 Observability/Alerts: threshold drift; suspected Configuration.
TCK-0005567,10,12,P3,Resolved,2026-07-13 11:03:58+00:00,2026-07-13 11:10:45.604917579+00:00,2026-07-13 22:11:48.436716957+00:00,,Code Fix,False,Low,P3 Billing/Invoice: invoice mismatch; suspected unknown root cause pending RCA.
TCK-0005568,6,22,P3,Resolved,2026-05-27 18:33:34+00:00,2026-05-27 19:16:46.379962456+00:00,2026-05-28 06:46:53.240086794+00:00,Code Regression,Knowledge Base,True,Low,P3 Application/Checkout: order confirmation delay; suspected Code Regression.
TCK-0005569,10,13,P4,Closed,2026-03-11 18:33:57+00:00,2026-03-11 21:20:23.355273792+00:00,2026-03-12 07:20:35.567452496+00:00,Data Sync,Knowledge Base,False,Low,P4 Billing/Invoice: tax calculation question; suspected Data Sync.
TCK-0005570,7,1,P2,Closed,2026-05-07 14:19:27+00:00,2026-05-07 15:12:09.742795717+00:00,2026-05-07 21:27:32.622804678+00:00,,Restart,False,Low,P2 Application/API: rate limit confusion; suspected unknown root cause pending RCA.
TCK-0005571,13,4,P4,Resolved,2026-04-16 20:57:52+00:00,2026-04-16 23:52:04.122760250+00:00,2026-04-17 21:09:20.123702945+00:00,Vendor Outage,Knowledge Base,False,None,P4 Integrations/CRM Sync: duplicate account mapping; suspected Vendor Outage.
TCK-0005572,3,4,P4,Resolved,2026-02-10 14:10:04+00:00,2026-02-10 18:38:28.159630879+00:00,2026-02-10 21:01:42.440635215+00:00,Monitoring Noise,Code Fix,True,Low,P4 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0005573,4,24,P3,Closed,2026-03-29 11:20:45+00:00,2026-03-29 13:49:07.023384395+00:00,2026-03-29 19:58:57.431866575+00:00,Data Sync,Vendor Fix,False,Low,P3 Platform/Database: slow queries; suspected Data Sync.
TCK-0005574,9,30,P3,Resolved,2026-06-15 09:44:55+00:00,2026-06-15 13:18:35.674948585+00:00,2026-06-15 22:42:28.917343272+00:00,Customer Error,User Education,False,Low,P3 Security/Access Review: role mapping mismatch; suspected Customer Error.
TCK-0005575,7,16,P3,Resolved,2026-07-17 19:03:13+00:00,2026-07-17 19:59:51.485840038+00:00,2026-07-18 01:13:32.163544704+00:00,,Knowledge Base,False,None,P3 Application/API: elevated 5xx rate; suspected unknown root cause pending RCA.
TCK-0005576,8,28,P1,Resolved,2026-04-21 17:29:47+00:00,2026-04-21 17:42:10.524442934+00:00,2026-04-21 19:23:45.225498244+00:00,Certificate Expiry,Monitoring Update,False,High,P1 Security/SSO: certificate trust warning; suspected Certificate Expiry.
TCK-0005577,7,32,P3,Resolved,2026-03-14 22:31:09+00:00,2026-03-14 23:16:42.904051782+00:00,2026-03-15 06:05:31.285149723+00:00,Code Regression,Restart,False,Medium,P3 Application/API: elevated 5xx rate; suspected Code Regression.
TCK-0005578,7,31,P3,Resolved,2026-04-01 17:56:46+00:00,2026-04-01 18:55:36.994081905+00:00,2026-04-02 01:33:21.914769420+00:00,Code Regression,Restart,False,Low,P3 Application/API: rate limit confusion; suspected Code Regression.
TCK-0005579,8,18,P1,Resolved,2026-05-27 12:59:00+00:00,2026-05-27 13:03:05.831723402+00:00,2026-05-27 15:03:28.716212861+00:00,,Vendor Fix,False,High,P1 Security/SSO: identity provider timeout; suspected unknown root cause pending RCA.
TCK-0005580,5,13,P4,Resolved,2026-03-03 19:25:54+00:00,2026-03-03 21:07:28.976535736+00:00,2026-03-04 02:05:10.474101747+00:00,Code Regression,Vendor Fix,False,Medium,P4 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0005581,1,10,P2,Closed,2026-05-21 19:43:56+00:00,2026-05-21 20:08:56.483521712+00:00,2026-05-22 01:55:33.213219120+00:00,Capacity,Restart,False,High,P2 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0005582,13,15,P3,Resolved,2026-05-08 09:18:23+00:00,2026-05-08 12:48:48.702944122+00:00,2026-05-08 18:46:53.016823506+00:00,Permissions,Config Change,False,Low,P3 Integrations/CRM Sync: duplicate account mapping; suspected Permissions.
TCK-0005583,7,25,P3,Resolved,2026-04-13 18:06:06+00:00,2026-04-13 19:32:22.909103046+00:00,2026-04-14 00:26:55.955245037+00:00,Certificate Expiry,Config Change,False,None,P3 Application/API: elevated 5xx rate; suspected Certificate Expiry.
TCK-0005584,2,32,P2,Closed,2026-06-19 15:49:31+00:00,2026-06-19 16:25:56.780842055+00:00,2026-06-19 21:19:30.858352881+00:00,Network Latency,Config Change,False,Medium,P2 Network/DNS: incorrect record propagation; suspected Network Latency.
TCK-0005585,11,13,P4,Resolved,2026-03-25 19:23:35+00:00,2026-03-25 19:36:27.359292823+00:00,2026-03-26 08:48:54.366309218+00:00,Code Regression,Monitoring Update,False,Low,P4 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0005586,5,31,P3,Resolved,2026-04-13 17:08:23+00:00,2026-04-13 19:18:14.806938765+00:00,2026-04-14 01:27:16.444501185+00:00,Authentication,Code Fix,False,Low,P3 Application/Login: session timeout reports; suspected Authentication.
TCK-0005587,5,9,P1,Closed,2026-03-25 07:19:36+00:00,2026-03-25 07:28:03.637393360+00:00,2026-03-25 09:01:12.969489349+00:00,Permissions,Restart,False,High,P1 Application/Login: session timeout reports; suspected Permissions.
TCK-0005588,12,20,P4,Closed,2026-02-13 22:05:29+00:00,2026-02-14 03:06:06.572627078+00:00,2026-02-14 05:06:59.806426805+00:00,Code Regression,Config Change,False,None,P4 Integrations/Webhook: delivery retry storm; suspected Code Regression.
TCK-0005589,13,21,P2,Closed,2026-05-29 07:39:26+00:00,2026-05-29 07:41:20.325230291+00:00,2026-05-29 16:30:13.875647008+00:00,Vendor Outage,Config Change,False,Medium,P2 Integrations/CRM Sync: stale customer record; suspected Vendor Outage.
TCK-0005590,12,30,P4,Resolved,2026-03-16 12:00:47+00:00,2026-03-16 12:21:30.396861799+00:00,2026-03-16 15:39:32.943886375+00:00,Customer Error,User Education,True,None,P4 Integrations/Webhook: delivery retry storm; suspected Customer Error.
TCK-0005591,4,9,P2,Resolved,2026-03-08 07:41:20+00:00,2026-03-08 07:45:55.124179921+00:00,2026-03-08 22:15:16.521969735+00:00,,User Education,False,High,P2 Platform/Database: connection pool exhaustion; suspected unknown root cause pending RCA.
TCK-0005592,7,28,P2,Resolved,2026-04-30 20:15:53+00:00,2026-04-30 20:43:32.939486815+00:00,2026-05-01 11:08:21.042643761+00:00,Code Regression,Vendor Fix,False,Low,P2 Application/API: token validation failures; suspected Code Regression.
TCK-0005593,1,31,P3,Resolved,2026-02-16 15:51:30+00:00,2026-02-16 16:43:58.374888360+00:00,2026-02-17 17:40:00.155775441+00:00,Configuration,Restart,False,Low,P3 Network/VPN: slow split-tunnel routing; suspected Configuration.
TCK-0005594,7,27,P3,Resolved,2026-06-29 14:13:47+00:00,2026-06-29 16:42:05.167869203+00:00,2026-06-29 19:11:22.307452110+00:00,Permissions,Monitoring Update,False,Low,P3 Application/API: token validation failures; suspected Permissions.
